id,number_of_conversations,longest_conversation,longest_conversation_days,average_conversation_length,average_conversation_length_days,median_conversation_length,median_conversation_length_days,number_of_one_message_conversations,ghostings_after_initial_message,birthday,age_filter_min,age_filter_max,city_name,country,created_date,education,gender,interested_in,gender_filter,instagram,spotify,job,school,agr_total_likes,agr_total_passes,agr_total_matches,agr_total_app_opens,agr_total_messages_sent,agr_total_messages_recieved,active_till,days_active
048c5c3f3b4ca47ed938d2498c1b2ed4,40,52,33.86019675925926,4.45,1.124153067129629,1,0.0,25,2,1991-01-01,22,32,Tokyo,Japan,2021-04-13 00:57:00.136,1,0.0,1.0,1.0,0,0.0,Consultant,,6798,10922,0.0,5.0,182,139,2021-08-26,135.0
048dd37565ad9cbc24c163ffedffbf58,47,28,130.03440972222222,7.8936170212765955,5.878984929078017,6,0.6437268518518511,3,0,1998-02-24,20,25,Edmonton,Alberta,2019-09-25 03:28:20.920,1,0.0,1.0,1.0,0,0.0,,,6724,7899,94.0,2077.0,371,224,2020-03-15,172.0
04a9c4f4c31ed90667a9d54369b353e8,3,5,1.9921296296296291,3.333333333333333,1.120848765432098,4,1.370416666666666,1,0,1998-12-24,18,25,Anzegem,België,2021-10-13 16:43:32.810,1,0.0,1.0,1.0,0,0.0,Eventhulpverlener,,240,54,,,10,6,2021-10-17,4.0
050e75190335559b0c53337f0dabe429,123,74,139.34672453703703,5.113821138211382,1.596182908009635,1,0.0,61,1,1994-02-22,18,36,London,England,2014-06-05 16:27:36.855,0,0.0,1.0,1.0,0,1.0,Master International Business,Hult International Business School,15843,24107,182.0,2732.0,631,697,2021-01-07,2408.0
051a7c11c88f5db3496e2a0d26db0b30,12,14,15.13613425925926,2.75,1.503123070987654,1,0.0,7,3,1981-07-12,35,44,Berlin,Germany,2021-06-23 13:43:54.690,1,0.0,1.0,1.0,0,0.0,,,3193,5564,,,39,41,2021-11-03,133.0
0573c4647e45ca04cc6b6e75d9d8242f,4,46,0.340659722222222,18.0,0.09437789351851801,23,0.036805555555555,1,0,1992-08-10,23,40,Bucharest,Romania,2021-03-23 18:11:28.478,1,0.0,1.0,1.0,0,0.0,Developer,,182,251,4.0,93.0,71,55,2021-03-24,1.0
064837ad9fbfa930bacef38212c46b12,87,1548,47.99893518518518,42.7816091954023,1.8156611856108982,2,0.06743055555555501,33,0,1993-08-28,18,27,Warsaw,Poland,2020-06-26 01:09:46.024,1,0.0,1.0,1.0,0,0.0,Operations Manager,,924,7508,78.0,2039.0,3738,3631,2021-08-28,428.0
0691682dcf631e68e87a71eda567bc71,157,165,50.70885416666667,9.210191082802547,2.163103916017927,3,0.040104166666666004,18,49,1999-03-12,22,28,Kraków,Małopolskie,2021-04-29 13:51:47.085,1,1.0,0.0,0.0,0,0.0,,,752,4763,,,1446,2016,2021-10-03,157.0
06aa963a8a10585ba467b7748284c7f3,7,3,3.002407407407407,1.8571428571428572,0.779113756613756,2,0.364375,3,0,1997-08-21,18,25,Friedrichshafen,Baden-Württemberg,2021-02-21 17:51:20.012,1,0.0,1.0,1.0,0,0.0,Masterstudent Informatik,,3329,7078,1.0,105.0,13,10,2021-07-10,139.0
071c1420cb3eb5f45f5511f397726f3e,10,10,7.070995370370371,2.5,1.39465162037037,1,0.0,7,0,1996-01-29,18,35,Roncade,Italy,2021-07-06 04:32:39.562,1,0.0,1.0,1.0,0,0.0,,,1603,766,,,25,13,2021-07-31,25.0
07288cdd5b93614048f6775f65f07be5,65,125,468.05254629629627,10.323076923076924,13.717330662393163,2,0.001180555555555,23,3,1990-11-20,21,1000,Vancouver,Washington,2017-07-27 08:39:01.884,0,0.0,1.0,1.0,0,1.0,,,16292,20115,114.0,1717.0,687,353,2021-10-17,1543.0
07458e73c4b554e03bd95cecd4e1aa21,2399,322,35.149675925925926,4.159233013755731,1.127194592075399,1,0.0,1502,26,1994-03-11,18,1000,,,2021-01-11 19:18:49.422,1,0.0,1.0,1.0,0,0.0,Entrepreneur,Università commerciale Luigi Bocconi,31247,308,2302.0,4437.0,9982,8137,2021-02-24,44.0
075a6a1290e9b25acab78014de8ca6d7,240,67,39.9675462962963,5.354166666666667,1.481573784722221,1,0.0,82,53,1995-03-30,19,31,,,2015-01-20 22:34:38.218,0,0.0,0.0,0.0,1,1.0,,Oberlin College,12259,32370,1096.0,4895.0,1047,1206,2019-09-10,1694.0
07b60ba8e2f160140972c0046c369df3,18,550,12.168668981481481,51.55555555555556,1.568015046296296,10,0.28930555555555504,3,0,1997-09-07,19,26,Cluj-Napoca,Cluj County,2020-01-25 19:06:57.839,1,0.0,1.0,1.0,0,0.0,Android Developer,Technical University of Cluj-Napoca,2729,33420,20.0,2188.0,939,558,2021-08-22,575.0
0803a210f1121f30a8c739878a348808,1054,179,605.9036689814815,9.233396584440227,4.21215148200857,2,4.6296296296e-05,154,353,1999-11-25,18,40,São Paulo,Brasil,2014-06-12 17:56:12.845,0,0.0,1.0,1.0,1,1.0,,Direito - USP,109089,43106,4821.0,21136.0,9724,9531,2021-03-03,2456.0
08360cdb8aa0db9c1996996dc9c1b13b,24,70,4.518344907407408,24.458333333333332,0.537120466820987,26,0.076273148148148,3,0,2002-09-05,18,23,,,2021-08-13 23:40:56.072,1,0.0,0.0,0.0,1,1.0,,UNIFACS,123,3318,,,616,529,2021-08-22,9.0
08473dc6cd1a5cc85cb8f3ad414259bd,0,0,0.0,0.0,0.0,0,0.0,0,0,2003-05-11,18,22,Guaynabo,PR,2021-09-14 20:58:33.880,1,0.0,1.0,1.0,0,1.0,,,108,222,,,0,0,2021-09-18,4.0
0884f22966992c60d675c891e4a6a989,2,35,0.663773148148148,18.5,0.33212384259259203,35,0.663773148148148,0,0,2001-11-07,18,22,,,2021-09-16 16:32:10.684,1,0.0,1.0,1.0,0,1.0,Barista,McMaster University,105,334,,,52,19,2021-09-17,1.0
089943bb32808df713f1b36b4889299b,143,14,30.249270833333334,2.951048951048951,1.063431834369333,2,9.2592592592e-05,22,5,1998-10-28,18,45,Austin,TX,2021-05-18 22:27:57.707,1,0.0,1.0,1.0,0,0.0,Software Engineer,The University of Texas at Austin,7653,39457,,,422,205,2021-08-16,90.0
089f156439148cb84dbf5c68a8f7713a,134,120,117.7225,9.955223880597014,2.230731066887783,3,0.020162037037037003,46,4,2000-01-06,18,23,Goldenstedt,Niedersachsen,2019-09-17 11:22:18.546,1,0.0,1.0,1.0,0,0.0,Fachinformatiker für Systemintegration,,31875,16446,114.0,2437.0,1443,1342,2021-08-22,705.0
094389961e41af5e1edf68cb19430c6d,4,14,0.433287037037037,4.75,0.108411458333333,2,0.00019675925925900003,1,0,1998-10-09,20,50,Plovdiv,Bulgaria,2021-08-23 08:11:02.315,1,0.0,1.0,1.0,0,0.0,Software Engineer,Technical University of Sofia,561,270,,,19,9,2021-09-12,20.0
099bb657cd2282bbafc98532bc284949,490,1389,198.40958333333333,22.973469387755102,1.9221035525321262,3,0.022303240740740003,136,37,2000-12-19,22,30,,,2021-01-27 15:13:38.601,1,1.0,2.0,2.0,0,0.0,,Uniwersytet Warmińsko-Mazurski w Olsztynie,2066,96495,309.0,7189.0,11353,13386,2021-08-29,214.0
0a2a21ff1aa8954728457d77db490c35,4,9,0.063414351851851,3.25,0.022002314814814003,2,0.024594907407407003,2,0,2003-06-24,18,22,,,2021-06-17 19:57:14.627,1,0.0,1.0,1.0,0,1.0,,,551,447,,,14,10,2021-06-29,12.0
0a32c88fd0a642b6227a47b268d8130b,32,9,0.22467592592592503,1.03125,0.011858000578703001,1,0.0,12,14,1999-08-30,18,27,,,2015-07-18 23:23:16.930,0,0.0,1.0,1.0,0,0.0,,,70063,25954,424.0,8027.0,34,71,2021-01-26,2019.0
0a4d4178571ee92830da3ce13973f26f,2,46,67.96400462962963,29.0,34.01197337962963,46,67.96400462962963,0,0,1986-11-30,27,37,Stockholm,Stockholm,2020-08-09 22:30:25.336,1,0.0,1.0,1.0,1,1.0,"Planarkitekt, Stadsplanerare",Luleå University of Technology,1259,18901,20.0,1545.0,58,62,2021-08-22,378.0
0a5e3dd8489fe67485ddb7d6adb26ebd,303,33,295.28341435185183,4.254125412541254,3.46547904443222,2,0.033715277777777004,106,17,1998-02-06,20,24,,,2019-07-01 19:17:54.560,1,0.0,1.0,1.0,0,0.0,,,6679,5500,548.0,3196.0,1291,1152,2020-05-13,317.0
0ad0670a7be2383c95541c27b5bbe4cf,98,170,120.90945601851851,14.877551020408163,3.578687287414967,7,0.532951388888888,18,1,2002-04-19,18,20,Maarn,Netherlands,2020-04-23 19:46:22.186,1,0.0,1.0,1.0,1,1.0,,Urban Studies,4825,13910,255.0,1809.0,1476,1427,2021-04-05,347.0
0b3b3b8ff62da70443889b8f02c43bbe,345,90,122.23795138888889,4.130434782608695,1.452385836017177,1,0.0,75,117,1988-04-29,18,36,Huntington Beach,California,2019-05-20 00:21:01.345,1,0.0,1.0,1.0,1,0.0,,,34743,79048,1486.0,7787.0,1422,1328,2020-11-28,558.0
0b67ffc3b60be8ea68208250358fa61b,37,35,15.501087962962963,7.297297297297297,2.663603603603604,3,0.9490856481481481,5,0,1994-05-11,18,24,Århus,Denmark,2021-06-17 16:11:18.693,1,0.0,1.0,1.0,0,1.0,Trader,Aarhus University,628,1556,,,270,145,2021-07-25,38.0
0b80dee11c20dfb354d2845c2776f539,4,1,0.0,1.0,0.0,1,0.0,4,0,1987-08-03,18,36,Neu-Ulm,Deutschland,2021-07-22 11:58:35.606,1,0.0,1.0,1.0,0,0.0,Was mit Computern,M. Sc.,7413,19532,,,4,5,2021-10-24,94.0
0b99bec6465408c90bd3d68cd499a98a,1,0,0.0,0.0,0.0,0,0.0,0,1,2001-02-25,18,22,Iași,Județul Iași,2021-05-09 15:41:05.490,1,0.0,1.0,1.0,0,1.0,,,1037,3490,,,0,1,2021-07-25,77.0
0bc12445a88a90393bbc1e45047b0ee7,65,25,10.013657407407408,3.415384615384615,1.320236467236467,2,0.30412037037037004,27,1,1996-10-12,20,24,Zürich,Schweiz,2020-09-15 01:33:28.135,1,0.0,1.0,1.0,0,0.0,"philosophie, design, theater",,2330,66106,149.0,3790.0,223,281,2021-02-04,142.0
0bf411a8688348c4c3db5285d243690e,1,2,0.000555555555555,2.0,0.000555555555555,2,0.000555555555555,0,0,2000-02-09,18,22,,,2021-04-09 19:32:16.122,1,0.0,1.0,1.0,0,0.0,,Fairfield University,296,1872,1.0,147.0,2,0,2021-04-13,4.0
0c2dd8debf44257f425048c6e0d5807b,46,16,5.58542824074074,3.282608695652174,0.40151117149758403,1,0.0,29,0,1994-07-27,21,36,,,2021-06-22 00:46:41.540,1,0.0,1.0,1.0,0,0.0,,,6343,7065,,,173,152,2021-08-28,67.0
0c40d224a9fb85e31f68546a7576232c,53,322,70.93188657407407,18.67924528301887,4.5679273672257175,3,0.245798611111111,14,1,1992-01-25,22,29,Darmstadt,Deutschland,2021-03-08 11:40:00.766,1,0.0,1.0,1.0,0,0.0,,Freie Universität Berlin,2397,14127,49.0,1227.0,986,772,2021-06-30,114.0
0c46bf9607e9c00b6ca75fa706d0b881,321,57,61.82667824074074,5.64797507788162,4.349139408099687,4,1.4673726851851852,54,2,1995-12-21,20,30,,,2020-05-25 20:24:45.098,1,0.0,1.0,1.0,0,0.0,,Universität Koblenz-Landau,18223,47114,323.0,6594.0,1827,1968,2021-01-27,247.0
0c6df9bb60b63eb0b5c38264f33d8bab,132,205,42.96063657407407,8.742424242424242,0.8238544297138041,1,0.0,49,35,1996-03-13,18,1000,,,2020-11-29 22:04:18.298,1,0.0,1.0,1.0,0,0.0,,Paul Smiths College of Arts and Science,26281,2209,292.0,1568.0,1150,1078,2021-02-23,86.0
0d10a0682b9ef7147fe1cc4ccbcd68d7,140,35,187.73832175925926,3.7071428571428573,8.775839616402118,2,0.00011574074074,68,0,1997-11-02,22,28,Seattle,WA,2019-03-05 04:06:05.958,1,0.0,1.0,1.0,0,0.0,,,8052,24799,151.0,4757.0,597,439,2021-08-27,906.0
0d4390c088f1d009ebfde10e41732a39,90,38,8.947314814814815,2.988888888888889,0.5569161522633741,1,0.0,43,6,2000-07-09,18,22,Aurora,IL,2019-03-07 18:25:42.903,1,0.0,1.0,1.0,0,1.0,,,45905,41599,126.0,7837.0,402,362,2021-10-13,951.0
0d517ed76a1575a1e8f8074c295d45b2,350,58,200.110625,4.017142857142857,1.729843716931215,2,5.787037037e-05,113,60,1996-04-24,23,29,Tulsa,OK,2020-10-03 22:25:19.573,1,0.0,1.0,1.0,0,0.0,,,12524,63274,216.0,7235.0,1464,1298,2021-09-17,349.0
0d7f434fbfe43edd5fcf70c055f05a55,1356,657,627.3849074074074,10.314896755162241,6.178499842947667,2,0.013252314814814,425,150,1995-07-10,19,30,,,2014-08-20 13:43:21.043,0,0.0,1.0,1.0,1,0.0,,,81061,20582,4006.0,30165.0,8082,7897,2021-10-11,2609.0
0de35388231ccfc92f5c5972c95ebeae,136,99,91.9318287037037,10.661764705882353,1.815113187636165,5,0.025254629629629002,28,6,2002-02-20,18,24,,,2021-01-31 20:51:36.621,1,0.0,1.0,1.0,0,0.0,,,5124,5747,182.0,1303.0,1501,1301,2021-09-25,237.0
0e47097be2116331eb3e2ddccbb4a925,129,24,155.96163194444443,2.2325581395348832,4.091565281366638,1,0.0,81,2,1992-12-31,20,27,Dublin,Ireland,2015-10-12 19:29:37.871,0,0.0,1.0,1.0,0,1.0,Computer Science,Dublin Institute of Technology,79986,2592,286.0,874.0,311,155,2021-07-24,2112.0
0e517b74ab2def0782a63f409078f923,6,4,1.818530092592592,2.0,0.30321180555555505,3,0.0003125,0,2,1979-10-11,30,41,Antwerpen,België,2021-02-06 19:53:18.726,1,0.0,1.0,1.0,1,0.0,Website Programmeur,University of Antwerp,1110,1935,16.0,226.0,12,12,2021-03-26,48.0
0e79be0f121bee1463cdfacf7124aa20,65,78,486.19100694444444,9.8,14.54172667378917,4,2.100532407407407,18,0,1988-09-24,25,49,København,Hovedstaden,2019-07-26 08:28:21.055,1,0.0,1.0,1.0,0,1.0,,,3300,5980,253.0,6772.0,706,1100,2021-08-17,753.0
0e955a18aa4bc96924c75cb55d5860ac,89,130,10.27761574074074,7.213483146067416,1.047017920307948,2,0.0026736111111110004,32,10,1990-12-08,21,35,Gateshead,United Kingdom,2017-09-03 22:06:14.417,1,0.0,1.0,1.0,1,1.0,,,40649,128194,389.0,6524.0,675,640,2021-08-27,1454.0
0eb998fdde77f9c123c07eace18a5cc1,809,444,198.39097222222222,6.824474660074165,1.924995893993499,3,0.09177083333333301,296,13,1996-11-10,18,27,,,2017-11-17 23:30:37.231,1,0.0,1.0,1.0,1,0.0,Research Assistant,Humboldt-Universität zu Berlin,60169,96673,1905.0,11946.0,5527,6052,2020-01-04,778.0
0eca8093c25f83a8c999a592c14add05,324,269,175.14796296296296,9.833333333333334,2.386109110653862,2,6.9444444444e-05,156,4,1993-01-19,22,39,Copenhagen,Denmark,2015-05-09 11:36:15.538,0,0.0,1.0,1.0,0,1.0,,,51812,103156,615.0,26925.0,2490,2304,2020-12-15,2047.0
0f0b1b4709811a1653dc050ed8192984,4,5,0.6265162037037031,2.25,0.156663773148148,2,0.000138888888888,2,0,1990-01-01,18,28,,,2020-12-14 23:51:16.880,1,0.0,1.0,1.0,0,0.0,,Universität Bayreuth,292,413,8.0,107.0,19,11,2020-12-16,2.0
0f110fdbe051dab1a7bbae9fb69c02df,177,475,353.0635300925926,37.836158192090394,10.360783375183091,16,0.653252314814814,40,4,1989-09-06,18,1000,Tampere,Suomi,2019-04-01 21:26:08.319,1,0.0,1.0,1.0,0,0.0,"Opiskelija, historia",Tampereen yliopisto,8750,27407,277.0,16986.0,7003,4728,2021-07-08,829.0
0f7bd8ff3b1abc2d70a96c3d5e72830c,16,133,8.803217592592592,27.8125,1.488616174768518,3,0.21987268518518502,2,0,1992-10-08,21,32,,,2021-03-25 23:24:42.180,1,0.0,1.0,1.0,0,0.0,,,1524,831,15.0,183.0,457,444,2021-04-14,20.0
0f9753e59e69c0965c2418d56d047676,385,148,303.1005787037037,9.535064935064936,2.660692670755169,3,0.011493055555555002,99,6,1993-02-19,20,40,,,2014-02-02 05:39:56.969,0,0.0,1.0,1.0,0,0.0,,,35037,35290,998.0,7858.0,3371,2350,2020-07-17,2357.0
0f9ecf65b113bb8bbff9b1e997913eba,37,23,42.03353009259259,2.9189189189189193,1.619120995995996,1,0.0,18,1,1997-04-09,20,28,Frankfurt am Main,Germany,2020-04-20 18:46:36.353,1,0.0,1.0,1.0,0,1.0,,,12997,49641,77.0,1818.0,127,75,2021-10-01,529.0
10200ebb8a674c7ac59333e7f98b4ca9,180,124,22.150659722222223,6.794444444444444,1.462735789609052,2,0.000706018518518,72,4,1977-06-30,18,37,Celle,Germany,2020-09-05 12:19:53.915,1,0.0,1.0,1.0,0,0.0,,,15837,25685,166.0,6194.0,1228,1583,2021-06-18,286.0
102c3f7e715e2e638e4cd9161c9e2dae,22,26,7.152615740740741,4.727272727272727,1.153109217171717,2,0.004016203703703001,11,0,1996-07-17,20,26,Victoria,BC,2019-07-06 02:40:38.256,1,1.0,1.0,1.0,0,0.0,,,8348,1021,80.0,863.0,104,104,2021-01-25,569.0
105cef742720596e6da33b3c17e51cea,95,208,72.17511574074074,7.315789473684211,2.004113060428849,1,0.0,39,16,1996-10-30,21,1000,,,2017-05-05 03:15:27.075,0,0.0,1.0,1.0,0,1.0,Security Officer,The University of Texas at Dallas,25762,34131,218.0,4437.0,742,671,2021-09-02,1581.0
10a8c197447a3991d64136b315d6e87e,122,808,98.05552083333333,22.688524590163933,2.703524305555555,5,0.246412037037037,30,4,1994-04-16,30,50,Ciudad de México,CDMX,2014-03-06 04:38:38.089,0,0.0,1.0,1.0,0,0.0,,ITESM Campus Santa Fe,22552,5477,203.0,2930.0,2265,2246,2020-05-19,2266.0
10b2097badb646a0e1147c24fccfedfb,403,133,27.833483796296296,8.846153846153847,2.391766984881903,3,0.002037037037037,99,15,1999-11-02,18,26,Kaohsiung City,Taiwan,2021-01-20 17:57:25.936,1,0.0,1.0,1.0,0,1.0,,,112704,16104,1368.0,7312.0,14452,8228,2021-08-11,203.0
10bf2c1487d2d20895d101722961622b,34,3,0.004872685185185,0.47058823529411703,0.000149441721132,0,0.0,6,24,1999-11-05,18,25,Eskişehir,Türkiye,2021-06-19 18:25:21.628,1,0.0,1.0,1.0,1,0.0,,,15748,452,,,16,47,2021-06-26,7.0
10e11d6c79dd5522e8fc362bcc844bcc,411,126,597.2462962962964,5.454987834549878,5.338266817608366,2,0.000486111111111,163,14,1998-05-02,18,1000,New York,NY,2016-09-18 00:53:29.650,0,0.0,1.0,1.0,1,0.0,Product Manager,,47119,32728,1769.0,9937.0,2315,2046,2021-08-15,1792.0
10e6c947e1bac22a32dfe5142fe9a243,21,36,1.600474537037037,4.9523809523809526,0.162369929453262,1,0.0,9,2,1992-06-25,18,28,,,2019-12-30 01:18:33.246,1,0.0,1.0,1.0,0,0.0,,,4412,1286,85.0,1137.0,104,127,2021-01-05,372.0
10ee95b0d8aaa9dea5a94c88fc512621,1177,91,1510.2248842592592,2.681393372982158,13.048576497057827,1,0.0,496,261,1992-10-14,18,1000,,,2013-05-11 05:57:32.415,0,0.0,0.0,0.0,0,1.0,,Graduate of Florida State University,50727,58872,5004.0,6440.0,3094,3624,2021-08-22,3025.0
11629739155f074792d92e9ce585b9d1,1,1,0.0,1.0,0.0,1,0.0,1,0,1993-11-22,28,37,Karlstad,Sverige,2021-10-06 09:10:01.645,1,0.0,1.0,1.0,0,0.0,,,539,857,,,1,0,2021-10-20,14.0
12ab4e0508ee7981c9aa93f2ccd1a7a3,386,106,136.9395949074074,5.909326424870466,2.8948294773076197,2,0.001099537037037,102,78,1990-04-10,25,37,Langley,BC,2019-08-29 02:53:08.328,1,1.0,0.0,0.0,1,0.0,Admin,,3091,26783,1367.0,3677.0,2281,2759,2020-10-26,424.0
12f3fad3d3307e75c646ae12493d5b44,314,73,485.99230324074074,2.955414012738853,5.771622508256666,1,0.0,128,55,1993-11-09,18,26,,,2013-12-01 13:59:31.433,0,0.0,1.0,1.0,1,1.0,Senior Innovation Manager,Ludwig Maximilian University of Munich - University of Munich,43730,11814,1807.0,6096.0,284,268,2021-09-02,2832.0
1343910ac11737e06691b18484b28aea,125,224,6.924594907407408,6.648,0.405182129629629,1,0.0,28,36,2000-06-23,18,25,,,2018-07-15 22:17:39.771,1,1.0,2.0,2.0,0,1.0,,,739,29144,291.0,3868.0,834,1112,2020-11-01,840.0
13686a2ede867585d527e8b53e1f9c44,570,307,46.93106481481482,9.884210526315789,1.046100389863547,3,0.03318287037037,221,2,1999-07-02,18,23,Leeds,United Kingdom,2020-07-15 17:53:38.698,1,0.0,1.0,1.0,0,0.0,,,18859,80039,408.0,15651.0,9385,8799,2021-11-03,476.0
13b25666480a8eda5d534c20724a6791,3,27,0.800925925925925,10.333333333333334,0.41537037037037006,3,0.445185185185185,1,0,1999-04-14,18,24,Barcelona,España,2021-08-11 14:49:25.853,1,0.0,1.0,1.0,0,0.0,,,750,2146,,,31,30,2021-08-23,12.0
13b392a9f7f282efe2b4a009e1927ca0,179,78,249.32630787037036,1.843575418994413,3.496763656114216,1,0.0,59,81,1969-11-17,26,47,Las Vegas,Nevada,2013-09-10 22:12:00.938,1,0.0,1.0,1.0,1,0.0,poker player,,9048,5156,429.0,2024.0,256,289,2021-07-14,2864.0
13e46b1fdc4b50357865832b994a29de,226,61,233.85177083333335,6.911504424778761,5.10521319854146,2,0.008530092592592001,86,5,1999-01-13,18,22,Houston,TX,2019-05-17 00:00:45.938,1,0.0,1.0,1.0,0,1.0,Swim instructor,Southern Methodist University,18952,32859,431.0,4139.0,1715,1278,2021-08-22,828.0
1429e542fc9135be6f100bac9766c698,14,314,4.651875,39.785714285714285,1.048753306878307,7,0.17567129629629602,0,1,1993-01-06,18,30,Debrecen,Magyarország,2020-07-26 06:31:54.630,1,0.0,1.0,1.0,0,0.0,,,2485,1446,17.0,1050.0,557,496,2020-09-04,40.0
