"id","number_of_conversations","longest_conversation","longest_conversation_days","average_conversation_length","average_conversation_length_days","median_conversation_length","median_conversation_length_days","number_of_one_message_conversations","ghostings_after_initial_message","birthday","age_filter_min","age_filter_max","city_name","country","created_date","education","gender","interested_in","gender_filter","instagram","spotify","job","school","agr_total_likes","agr_total_passes","agr_total_matches","agr_total_app_opens","agr_total_messages_sent","agr_total_messages_recieved","active_till","days_active","start_age","end_age","average_age","match_p","likes_p","sent_recieved_ratio","conversation_match_ratio","one_message_p","ghosting_p","job_category","continent","match_pc_m","match_pc_group_m","match_pc_f","match_pc_group_f"
"03c9fb331949c7237651614acd6af8ee",7,11,19.6830671296296,3,2.93797453703704,2,0.000150462962962,3,0,1996-09-19,22,1000,"Tel Aviv","Israel",2021-07-22 01:05:25,1,"0","1",1,0,0,"Software Engineer",NA,3053,6530,NA,NA,22,15,2021-08-22,31,24,24,24,NA,0.31858499426067,1.46666666666667,NA,0.428571428571429,0,"Tech, Engineering & Design","Asia",NA,NA,NA,NA
"044d0cbe394c6d182ea0f6cf5e31e0b5",24,57,3.12142361111111,6.25,0.545331790123456,2,0.029618055555555,7,0,2000-12-13,18,25,"Göteborg","Sweden",2021-07-09 16:44:43,1,"0","1",1,0,1,NA,NA,2435,855,NA,NA,150,126,2021-07-18,9,20,20,20,NA,0.740121580547112,1.19047619047619,NA,0.291666666666667,0,"None","Unidentified",NA,NA,NA,NA
"0478b4b772a699fc676c7d62653fdcb5",55,103,55.8287962962963,10.4181818181818,6.04172243265993,2,0.067384259259259,21,1,1998-03-01,20,26,"Voorschoten","Zuid-Holland",2017-03-08 06:22:55,0,"0","1",1,0,1,NA,"MboRijnland Vierdejaars Mediavormgever",8835,3717,83,1011,571,489,2021-08-20,1626,19,23,21,0.00930701951110114,0.70387189292543,1.16768916155419,0.662650602409639,0.381818181818182,0.0181818181818182,"None","Europe",0.292978208232446,"(0.2,0.3]",NA,NA
"047b89e2fb091a0b163dc08f437ac4d7",32,49,36.3577314814815,7.15625,3.74518518518519,4,0.055613425925925,11,0,1996-07-12,18,30,"Bratislava","Slovakia",2017-01-21 16:11:55,0,"0","1",1,0,1,NA,NA,2714,42524,57,3175,229,330,2021-08-14,1666,20,24,22,0.0205701912666907,0.0599938105132853,0.693939393939394,0.56140350877193,0.34375,0,"None","Europe",0.549636803874092,"(0.5,0.6]",NA,NA
"048c5c3f3b4ca47ed938d2498c1b2ed4",40,52,33.8601967592593,4.45,1.12415306712963,1,0,25,2,1991-01-01,22,32,"Tokyo","Japan",2021-04-13 00:57:00,1,"0","1",1,0,0,"Consultant",NA,6798,10922,0,5,182,139,2021-08-26,135,30,30,30,0,0.383634311512415,1.30935251798561,Inf,0.625,0.05,"Business & Finance","Asia",0,NA,NA,NA
"048dd37565ad9cbc24c163ffedffbf58",47,28,130.034409722222,7.8936170212766,5.87898492907802,6,0.643726851851851,3,0,1998-02-24,20,25,"Edmonton","Alberta",2019-09-25 03:28:20,1,"0","1",1,0,0,NA,NA,6724,7899,94,2077,371,224,2020-03-15,172,21,21,21,0.0137870343209152,0.459823565615811,1.65625,0.5,0.0638297872340425,0,"None","North America",0.401937046004843,"(0.4,0.5]",NA,NA
"04a9c4f4c31ed90667a9d54369b353e8",3,5,1.99212962962963,3.33333333333333,1.1208487654321,4,1.37041666666667,1,0,1998-12-24,18,25,"Anzegem","België",2021-10-13 16:43:32,1,"0","1",1,0,0,"Eventhulpverlener",NA,240,54,NA,NA,10,6,2021-10-17,4,22,22,22,NA,0.816326530612245,1.66666666666667,NA,0.333333333333333,0,"Other","Europe",NA,NA,NA,NA
"050e75190335559b0c53337f0dabe429",123,74,139.346724537037,5.11382113821138,1.59618290800964,1,0,61,1,1994-02-22,18,36,"London","England",2014-06-05 16:27:36,0,"0","1",1,0,1,"Master International Business","Hult International Business School",15843,24107,182,2732,631,697,2021-01-07,2408,20,26,23,0.0113572542901716,0.39657071339174,0.905308464849354,0.675824175824176,0.495934959349593,0.00813008130081301,"Business & Finance","Europe",0.355932203389831,"(0.3,0.4]",NA,NA
"051a7c11c88f5db3496e2a0d26db0b30",12,14,15.1361342592593,2.75,1.50312307098765,1,0,7,3,1981-07-12,35,44,"Berlin","Germany",2021-06-23 13:43:54,1,"0","1",1,0,0,NA,NA,3193,5564,NA,NA,39,41,2021-11-03,133,39,39,39,NA,0.36462258764417,0.951219512195122,NA,0.583333333333333,0.25,"None","Unidentified",NA,NA,NA,NA
"0573c4647e45ca04cc6b6e75d9d8242f",4,46,0.340659722222222,18,0.094377893518518,23,0.036805555555555,1,0,1992-08-10,23,40,"Bucharest","Romania",2021-03-23 18:11:28,1,"0","1",1,0,0,"Developer",NA,182,251,4,93,71,55,2021-03-24,1,28,28,28,0.021505376344086,0.420323325635104,1.29090909090909,1,0.25,0,"Tech, Engineering & Design","Unidentified",0.562953995157385,"(0.5,0.6]",NA,NA
"064837ad9fbfa930bacef38212c46b12",87,1548,47.9989351851852,42.7816091954023,1.8156611856109,2,0.067430555555555,33,0,1993-08-28,18,27,"Warsaw","Poland",2020-06-26 01:09:46,1,"0","1",1,0,0,"Operations Manager",NA,924,7508,78,2039,3738,3631,2021-08-28,428,26,27,26,0.0778443113772455,0.109582542694497,1.02946846598733,1.11538461538462,0.379310344827586,0,"Business & Finance","Unidentified",0.907990314769976,"(0.9,1]",NA,NA
"0691682dcf631e68e87a71eda567bc71",157,165,50.7088541666667,9.21019108280255,2.16310391601793,3,0.040104166666666,18,49,1999-03-12,22,28,"Kraków","Małopolskie",2021-04-29 13:51:47,1,"1","0",0,0,0,NA,NA,752,4763,NA,NA,1446,2016,2021-10-03,157,22,22,22,NA,0.136355394378966,0.717261904761905,NA,0.114649681528662,0.312101910828025,"None","Europe",NA,NA,NA,NA
"06aa963a8a10585ba467b7748284c7f3",7,3,3.00240740740741,1.85714285714286,0.779113756613756,2,0.364375,3,0,1997-08-21,18,25,"Friedrichshafen","Baden-Württemberg",2021-02-21 17:51:20,1,"0","1",1,0,0,"Masterstudent Informatik",NA,3329,7078,1,105,13,10,2021-07-10,139,23,23,23,0.0003003003003003,0.319880849428269,1.3,7,0.428571428571429,0,"Academic & Intern","Europe",0.0169491525423729,"(0,0.1]",NA,NA
"071c1420cb3eb5f45f5511f397726f3e",10,10,7.07099537037037,2.5,1.39465162037037,1,0,7,0,1996-01-29,18,35,"Roncade","Italy",2021-07-06 04:32:39,1,"0","1",1,0,0,NA,NA,1603,766,NA,NA,25,13,2021-07-31,25,25,25,25,NA,0.676656817222457,1.92307692307692,NA,0.7,0,"None","Unidentified",NA,NA,NA,NA
"07288cdd5b93614048f6775f65f07be5",65,125,468.052546296296,10.3230769230769,13.7173306623932,2,0.001180555555555,23,3,1990-11-20,21,1000,"Vancouver","Washington",2017-07-27 08:39:01,0,"0","1",1,0,1,NA,NA,16292,20115,114,1717,687,353,2021-10-17,1543,26,30,28,0.00694867731317811,0.447496360589996,1.94617563739377,0.570175438596491,0.353846153846154,0.0461538461538462,"None","North America",0.216707021791768,"(0.2,0.3]",NA,NA
"07458e73c4b554e03bd95cecd4e1aa21",2399,322,35.1496759259259,4.15923301375573,1.1271945920754,1,0,1502,26,1994-03-11,18,1000,NA,NA,2021-01-11 19:18:49,1,"0","1",1,0,0,"Entrepreneur","Università commerciale Luigi Bocconi",31247,308,2302,4437,9982,8137,2021-02-24,44,26,26,26,0.0686160541297803,0.990239264775788,1.22674204252181,1.04213727193745,0.626094205919133,0.0108378491037932,"Business & Finance","Unidentified",0.883777239709443,"(0.8,0.9]",NA,NA
"075a6a1290e9b25acab78014de8ca6d7",240,67,39.9675462962963,5.35416666666667,1.48157378472222,1,0,82,53,1995-03-30,19,31,NA,NA,2015-01-20 22:34:38,0,"0","0",0,1,1,NA,"Oberlin College",12259,32370,1096,4895,1047,1206,2019-09-10,1694,19,23,21,0.0820666417072258,0.274686862802214,0.868159203980099,0.218978102189781,0.341666666666667,0.220833333333333,"None","Unidentified",0.914043583535109,"(0.9,1]",NA,NA
"07b60ba8e2f160140972c0046c369df3",18,550,12.1686689814815,51.5555555555556,1.5680150462963,10,0.289305555555555,3,0,1997-09-07,19,26,"Cluj-Napoca","Cluj County",2020-01-25 19:06:57,1,"0","1",1,0,0,"Android Developer","Technical University of Cluj-Napoca",2729,33420,20,2188,939,558,2021-08-22,575,22,23,22,0.00727537286285922,0.07549309801101,1.68279569892473,0.9,0.166666666666667,0,"Tech, Engineering & Design","Europe",0.225181598062954,"(0.2,0.3]",NA,NA
"08360cdb8aa0db9c1996996dc9c1b13b",24,70,4.51834490740741,24.4583333333333,0.537120466820987,26,0.076273148148148,3,0,2002-09-05,18,23,NA,NA,2021-08-13 23:40:56,1,"0","0",0,1,1,NA,"UNIFACS",123,3318,NA,NA,616,529,2021-08-22,9,18,18,18,NA,0.035745422842197,1.16446124763705,NA,0.125,0,"None","Unidentified",NA,NA,NA,NA
"08473dc6cd1a5cc85cb8f3ad414259bd",0,0,0,0,0,0,0,0,0,2003-05-11,18,22,"Guaynabo","PR",2021-09-14 20:58:33,1,"0","1",1,0,1,NA,NA,108,222,NA,NA,0,0,2021-09-18,4,18,18,18,NA,0.327272727272727,NA,NA,NA,NA,"None","North America",NA,NA,NA,NA
"0884f22966992c60d675c891e4a6a989",2,35,0.663773148148148,18.5,0.332123842592592,35,0.663773148148148,0,0,2001-11-07,18,22,NA,NA,2021-09-16 16:32:10,1,"0","1",1,0,1,"Barista","McMaster University",105,334,NA,NA,52,19,2021-09-17,1,19,19,19,NA,0.239179954441913,2.73684210526316,NA,0,0,"Food Service","Unidentified",NA,NA,NA,NA
"089943bb32808df713f1b36b4889299b",143,14,30.2492708333333,2.95104895104895,1.06343183436933,2,9.2592592592e-05,22,5,1998-10-28,18,45,"Austin","TX",2021-05-18 22:27:57,1,"0","1",1,0,0,"Software Engineer","The University of Texas at Austin",7653,39457,NA,NA,422,205,2021-08-16,90,22,22,22,NA,0.162449586075143,2.05853658536585,NA,0.153846153846154,0.034965034965035,"Tech, Engineering & Design","North America",NA,NA,NA,NA
"089f156439148cb84dbf5c68a8f7713a",134,120,117.7225,9.95522388059701,2.23073106688778,3,0.020162037037037,46,4,2000-01-06,18,23,"Goldenstedt","Niedersachsen",2019-09-17 11:22:18,1,"0","1",1,0,0,"Fachinformatiker für Systemintegration",NA,31875,16446,114,2437,1443,1342,2021-08-22,705,19,20,19,0.00356372503047923,0.659651083379897,1.075260804769,1.17543859649123,0.343283582089552,0.0298507462686567,"Other","Europe",0.108958837772397,"(0.1,0.2]",NA,NA
"094389961e41af5e1edf68cb19430c6d",4,14,0.433287037037037,4.75,0.108411458333333,2,0.000196759259259,1,0,1998-10-09,20,50,"Plovdiv","Bulgaria",2021-08-23 08:11:02,1,"0","1",1,0,0,"Software Engineer","Technical University of Sofia",561,270,NA,NA,19,9,2021-09-12,20,22,22,22,NA,0.675090252707581,2.11111111111111,NA,0.25,0,"Tech, Engineering & Design","Unidentified",NA,NA,NA,NA
"099bb657cd2282bbafc98532bc284949",490,1389,198.409583333333,22.9734693877551,1.92210355253213,3,0.02230324074074,136,37,2000-12-19,22,30,NA,NA,2021-01-27 15:13:38,1,"1","2",2,0,0,NA,"Uniwersytet Warmińsko-Mazurski w Olsztynie",2066,96495,309,7189,11353,13386,2021-08-29,214,20,20,20,0.130105263157895,0.020961637970394,0.848124906618856,1.58576051779935,0.277551020408163,0.0755102040816327,"None","Unidentified",NA,NA,0.12,"(0.1,0.2]"
"0a4d4178571ee92830da3ce13973f26f",2,46,67.9640046296296,29,34.0119733796296,46,67.9640046296296,0,0,1986-11-30,27,37,"Stockholm","Stockholm",2020-08-09 22:30:25,1,"0","1",1,1,1,"Planarkitekt, Stadsplanerare","Luleå University of Technology",1259,18901,20,1545,58,62,2021-08-22,378,33,34,33,0.0156372165754496,0.0624503968253968,0.935483870967742,0.1,0,0,"Data & IT","Europe",0.456416464891041,"(0.4,0.5]",NA,NA
"0a5e3dd8489fe67485ddb7d6adb26ebd",303,33,295.283414351852,4.25412541254125,3.46547904443222,2,0.033715277777777,106,17,1998-02-06,20,24,NA,NA,2019-07-01 19:17:54,1,"0","1",1,0,0,NA,NA,6679,5500,548,3196,1291,1152,2020-05-13,317,21,21,21,0.0758267607582676,0.548402988751129,1.12065972222222,0.552919708029197,0.34983498349835,0.0561056105610561,"None","Unidentified",0.900726392251816,"(0.9,1]",NA,NA
"0ad0670a7be2383c95541c27b5bbe4cf",98,170,120.909456018519,14.8775510204082,3.57868728741497,7,0.532951388888888,18,1,2002-04-19,18,20,"Maarn","Netherlands",2020-04-23 19:46:22,1,"0","1",1,1,1,NA,"Urban Studies",4825,13910,255,1809,1476,1427,2021-04-05,347,18,18,18,0.0501968503937008,0.257539364825193,1.0343377715487,0.384313725490196,0.183673469387755,0.0102040816326531,"None","Unidentified",0.819612590799031,"(0.8,0.9]",NA,NA
"0b3b3b8ff62da70443889b8f02c43bbe",345,90,122.237951388889,4.1304347826087,1.45238583601718,1,0,75,117,1988-04-29,18,36,"Huntington Beach","California",2019-05-20 00:21:01,1,"0","1",1,1,0,NA,NA,34743,79048,1486,7787,1422,1328,2020-11-28,558,31,32,31,0.0410168649424494,0.305322916575125,1.07078313253012,0.232166890982503,0.217391304347826,0.339130434782609,"None","Unidentified",0.76271186440678,"(0.7,0.8]",NA,NA
"0b67ffc3b60be8ea68208250358fa61b",37,35,15.501087962963,7.2972972972973,2.6636036036036,3,0.949085648148148,5,0,1994-05-11,18,24,"Århus","Denmark",2021-06-17 16:11:18,1,"0","1",1,0,1,"Trader","Aarhus University",628,1556,NA,NA,270,145,2021-07-25,38,27,27,27,NA,0.287545787545788,1.86206896551724,NA,0.135135135135135,0,"Business & Finance","Unidentified",NA,NA,NA,NA
"0b80dee11c20dfb354d2845c2776f539",4,1,0,1,0,1,0,4,0,1987-08-03,18,36,"Neu-Ulm","Deutschland",2021-07-22 11:58:35,1,"0","1",1,0,0,"Was mit Computern","M. Sc.",7413,19532,NA,NA,4,5,2021-10-24,94,33,33,33,NA,0.275115976990165,0.8,NA,1,0,"Data & IT","Unidentified",NA,NA,NA,NA
"0b99bec6465408c90bd3d68cd499a98a",1,0,0,0,0,0,0,0,1,2001-02-25,18,22,"Iași","Județul Iași",2021-05-09 15:41:05,1,"0","1",1,0,1,NA,NA,1037,3490,NA,NA,0,1,2021-07-25,77,20,20,20,NA,0.229070024298653,0,NA,0,1,"None","Europe",NA,NA,NA,NA
"0bc12445a88a90393bbc1e45047b0ee7",65,25,10.0136574074074,3.41538461538461,1.32023646723647,2,0.30412037037037,27,1,1996-10-12,20,24,"Zürich","Schweiz",2020-09-15 01:33:28,1,"0","1",1,0,0,"philosophie, design, theater",NA,2330,66106,149,3790,223,281,2021-02-04,142,23,23,23,0.0601048810004034,0.0340464083231048,0.793594306049822,0.436241610738255,0.415384615384615,0.0153846153846154,"Other","Europe",0.861985472154964,"(0.8,0.9]",NA,NA
"0bf411a8688348c4c3db5285d243690e",1,2,0.000555555555555,2,0.000555555555555,2,0.000555555555555,0,0,2000-02-09,18,22,NA,NA,2021-04-09 19:32:16,1,"0","1",1,0,0,NA,"Fairfield University",296,1872,1,147,2,0,2021-04-13,4,21,21,21,0.00336700336700337,0.136531365313653,Inf,1,0,0,"None","Unidentified",0.101694915254237,"(0.1,0.2]",NA,NA
"0c2dd8debf44257f425048c6e0d5807b",46,16,5.58542824074074,3.28260869565217,0.401511171497584,1,0,29,0,1994-07-27,21,36,NA,NA,2021-06-22 00:46:41,1,"0","1",1,0,0,NA,NA,6343,7065,NA,NA,173,152,2021-08-28,67,26,26,26,NA,0.473075775656325,1.13815789473684,NA,0.630434782608696,0,"None","Unidentified",NA,NA,NA,NA
"0c40d224a9fb85e31f68546a7576232c",53,322,70.9318865740741,18.6792452830189,4.56792736722572,3,0.245798611111111,14,1,1992-01-25,22,29,"Darmstadt","Deutschland",2021-03-08 11:40:00,1,"0","1",1,0,0,NA,"Freie Universität Berlin",2397,14127,49,1227,986,772,2021-06-30,114,29,29,29,0.0200327064595258,0.145061728395062,1.27720207253886,1.08163265306122,0.264150943396226,0.0188679245283019,"None","Unidentified",0.539951573849879,"(0.5,0.6]",NA,NA
"0c46bf9607e9c00b6ca75fa706d0b881",321,57,61.8266782407407,5.64797507788162,4.34913940809969,4,1.46737268518519,54,2,1995-12-21,20,30,NA,NA,2020-05-25 20:24:45,1,"0","1",1,0,0,NA,"Universität Koblenz-Landau",18223,47114,323,6594,1827,1968,2021-01-27,247,24,24,24,0.0174161544268306,0.278907816398059,0.928353658536585,0.993808049535604,0.168224299065421,0.00623052959501558,"None","Unidentified",0.495157384987893,"(0.4,0.5]",NA,NA
"0c6df9bb60b63eb0b5c38264f33d8bab",132,205,42.9606365740741,8.74242424242424,0.823854429713804,1,0,49,35,1996-03-13,18,1000,NA,NA,2020-11-29 22:04:18,1,"0","1",1,0,0,NA,"Paul Smiths College of Arts and Science",26281,2209,292,1568,1150,1078,2021-02-23,86,24,24,24,0.010988597448538,0.922464022464022,1.06679035250464,0.452054794520548,0.371212121212121,0.265151515151515,"None","Unidentified",0.343825665859564,"(0.3,0.4]",NA,NA
"0d10a0682b9ef7147fe1cc4ccbcd68d7",140,35,187.738321759259,3.70714285714286,8.77583961640212,2,0.00011574074074,68,0,1997-11-02,22,28,"Seattle","WA",2019-03-05 04:06:05,1,"0","1",1,0,0,NA,NA,8052,24799,151,4757,597,439,2021-08-27,906,21,23,22,0.0184078995489455,0.245106693860156,1.35990888382688,0.927152317880795,0.485714285714286,0,"None","Unidentified",0.513317191283293,"(0.5,0.6]",NA,NA
"0d4390c088f1d009ebfde10e41732a39",90,38,8.94731481481482,2.98888888888889,0.556916152263374,1,0,43,6,2000-07-09,18,22,"Aurora","IL",2019-03-07 18:25:42,1,"0","1",1,0,1,NA,NA,45905,41599,126,7837,402,362,2021-10-13,951,18,20,19,0.0027372857422172,0.52460458950448,1.11049723756906,0.714285714285714,0.477777777777778,0.0666666666666667,"None","Unidentified",0.0823244552058111,"(0,0.1]",NA,NA
"0d517ed76a1575a1e8f8074c295d45b2",350,58,200.110625,4.01714285714286,1.72984371693122,2,5.787037037e-05,113,60,1996-04-24,23,29,"Tulsa","OK",2020-10-03 22:25:19,1,"0","1",1,0,0,NA,NA,12524,63274,216,7235,1464,1298,2021-09-17,349,24,24,24,0.0169544740973312,0.165228634000897,1.12788906009245,1.62037037037037,0.322857142857143,0.171428571428571,"None","Unidentified",0.48547215496368,"(0.4,0.5]",NA,NA
"0d7f434fbfe43edd5fcf70c055f05a55",1356,657,627.384907407407,10.3148967551622,6.17849984294767,2,0.013252314814814,425,150,1995-07-10,19,30,NA,NA,2014-08-20 13:43:21,0,"0","1",1,1,0,NA,NA,81061,20582,4006,30165,8082,7897,2021-10-11,2609,19,26,22,0.0470922919581036,0.797506960636738,1.02342661770293,0.338492261607589,0.313421828908555,0.110619469026549,"None","Unidentified",0.803874092009685,"(0.8,0.9]",NA,NA
"0de35388231ccfc92f5c5972c95ebeae",136,99,91.9318287037037,10.6617647058824,1.81511318763617,5,0.025254629629629,28,6,2002-02-20,18,24,NA,NA,2021-01-31 20:51:36,1,"0","1",1,0,0,NA,NA,5124,5747,182,1303,1501,1301,2021-09-25,237,18,18,18,0.0343007915567282,0.471345782356729,1.15372790161414,0.747252747252747,0.205882352941176,0.0441176470588235,"None","Unidentified",0.699757869249395,"(0.6,0.7]",NA,NA
"0e47097be2116331eb3e2ddccbb4a925",129,24,155.961631944444,2.23255813953488,4.09156528136664,1,0,81,2,1992-12-31,20,27,"Dublin","Ireland",2015-10-12 19:29:37,0,"0","1",1,0,1,"Computer Science","Dublin Institute of Technology",79986,2592,286,874,311,155,2021-07-24,2112,22,27,24,0.00356288618696432,0.968611494586936,2.00645161290323,0.451048951048951,0.627906976744186,0.0155038759689922,"Data & IT","Europe",0.10774818401937,"(0.1,0.2]",NA,NA
"0e517b74ab2def0782a63f409078f923",6,4,1.81853009259259,2,0.303211805555555,3,0.0003125,0,2,1979-10-11,30,41,"Antwerpen","België",2021-02-06 19:53:18,1,"0","1",1,1,0,"Website Programmeur","University of Antwerp",1110,1935,16,226,12,12,2021-03-26,48,41,41,41,0.0142095914742451,0.364532019704433,1,0.375,0,0.333333333333333,"Data & IT","Europe",0.414043583535109,"(0.4,0.5]",NA,NA
"0e79be0f121bee1463cdfacf7124aa20",65,78,486.191006944444,9.8,14.5417266737892,4,2.10053240740741,18,0,1988-09-24,25,49,"København","Hovedstaden",2019-07-26 08:28:21,1,"0","1",1,0,1,NA,NA,3300,5980,253,6772,706,1100,2021-08-17,753,30,32,31,0.0712074303405573,0.355603448275862,0.641818181818182,0.256916996047431,0.276923076923077,0,"None","Europe",0.895883777239709,"(0.8,0.9]",NA,NA
"0e955a18aa4bc96924c75cb55d5860ac",89,130,10.2776157407407,7.21348314606742,1.04701792030795,2,0.002673611111111,32,10,1990-12-08,21,35,"Gateshead","United Kingdom",2017-09-03 22:06:14,1,"0","1",1,1,1,NA,NA,40649,128194,389,6524,675,640,2021-08-27,1454,26,29,27,0.00947901944539208,0.240750282807105,1.0546875,0.22879177377892,0.359550561797753,0.112359550561798,"None","Europe",0.299031476997579,"(0.2,0.3]",NA,NA
"0eb998fdde77f9c123c07eace18a5cc1",809,444,198.390972222222,6.82447466007416,1.9249958939935,3,0.091770833333333,296,13,1996-11-10,18,27,NA,NA,2017-11-17 23:30:37,1,"0","1",1,1,0,"Research Assistant","Humboldt-Universität zu Berlin",60169,96673,1905,11946,5527,6052,2020-01-04,778,21,23,22,0.030689177433386,0.383628109817523,0.913251817580965,0.424671916010499,0.365883807169345,0.0160692212608158,"Academic & Intern","Unidentified",0.669491525423729,"(0.6,0.7]",NA,NA
